Timestamp,Range_m,Velocity_mps,DOA_deg
1756394475.5576842,2.1553,0.029907055093623923,59.96018623549058
1756394475.6885343,2.1515,-0.02904086949391902,59.669777540551394
1756394475.8157868,2.151,-0.003929193458939813,59.630485605961994
1756394475.9563992,2.1517,0.004978225107712329,59.68026785703912
1756394476.0915504,2.1508000000000003,-0.006659210923233315,59.61367574780679
1756394476.2213585,2.151,0.0015407348633000798,59.629083096439786
1756394476.3752992,2.1517,0.004547206175253469,59.67455515819232
1756394476.5163708,2.1512000000000002,-0.003544300545716537,59.63911215273515
1756394476.6407597,2.1519,0.005627510278400969,59.69538725551916
1756394476.7658875,2.1508000000000003,-0.008791012606128074,59.60747712945788
1756394476.907489,2.1553999999999998,0.03248551724137573,59.93233230187163
1756394477.0364807,2.151,-0.03411074727833915,59.59122482908824
1756394477.1609166,2.1517,0.005625386168815662,59.647478690776396
1756394477.2947886,2.1517,0.0,59.647478690776396
1756394477.4186008,2.1517,0.0,59.647478690776396
1756394477.5632966,2.1556,0.02695310513463711,59.917009742122765
1756394477.696413,2.1517,-0.029297648885698614,59.62403325326578
1756394477.8258605,2.151,-0.005407599338420325,59.569957259881576
1756394477.9654715,2.1515,0.0035813795423624128,59.6057710553052
1756394478.0990274,2.151,-0.003743751048782522,59.56833354481737
1756394478.2238767,2.1517,0.005606758635441221,59.62440113117178
1756394478.3476639,2.1517,0.0,59.62440113117178
1756394478.474403,2.1517,0.0,59.62440113117178
1756394478.6006532,2.1515,-0.0015841550652272338,59.608559580519504
1756394478.7427611,2.1551,0.02533285193710565,59.861888099890564
1756394478.8628216,2.1517,-0.028319069047004968,59.57869740942051
1756394478.9803817,2.1517,0.0,59.57869740942051
1756394479.101017,2.1517,0.0,59.57869740942051
1756394479.2313006,2.1515,-0.0015351127003616213,59.563346282416894
1756394479.3626652,2.1512000000000002,-0.002283720550359866,59.540509076913295
1756394479.4904027,2.1515,0.0023485659891351327,59.563994736804645
1756394479.6142995,2.151,-0.0040356155262771315,59.523638581541874
1756394479.7345548,2.1517,0.005820952562220295,59.58184810716408
1756394479.8648002,2.1515,-0.001535562312255798,59.56649248404152
1756394479.9837885,2.1553999999999998,0.03277633853163591,59.89425586935788
1756394480.1029994,2.1517,-0.031037415076187378,59.583881718596004
1756394480.2289112,2.1515,-0.00158841457872555,59.56799757280875
1756394480.3596416,2.1515,0.0,59.56799757280875
1756394480.4852517,2.1512000000000002,-0.0023883427256849335,59.5441141455519
1756394480.6087754,0.0518,-16.9959270436367,-60
1756394480.7371526,0.042300000000000004,-0.07400067972506418,-60
1756394480.8559287,2.1597,17.82682124761383,60
